FINANCE             06/24/1982$24,000.00ADCOCK         LORETTA J.     USA            CARY      E0073           FINCLK
FLIGHT OPTS         05/28/1980$36,000.00WARD           ROBERT A.      USA            CARY      E0074           MECH03
FLIGHT OPTS         07/17/1991$25,000.00LEITCH         CHARLES J.     USA            CARY      E0075           FLTAT3
HR & FACIL          09/08/1980$36,000.00ALLEN          GWENDOLYNN     USA            CARY      E0076           RESMGR
AIRPORT OPTS        02/24/1987$27,000.00TRACEY         DANIEL J.      USA            CARY      E0077           FSVCLK
AIRPORT OPTS        12/04/1982$44,000.00STEVENSON      JADE L.        USA            CARY      E0078           GRCREW
AIRPORT OPTS        10/24/1987$41,000.00STONE          BRIAN J.       CANADA         TORONTO   E0079           GRCREW
AIRPORT OPTS        09/05/1993$16,000.00BAGGETT        ROSEMARY C     USA            CARY      E0080           GRCREW
SALES               09/14/1983$40,000.00ZARKOSKI       BETTY E.       USA            PHILADELPHE0081           MKTCLK
FLIGHT OPTS         07/12/1983$61,000.00MCGWIER-WATTS  CHRISTINA      USA            CARY      E0082           PILOT1
AIRPORT OPTS        12/18/1991$20,000.00LACOSTE        CLAIRE         FRANCE         PARIS     E0083           CHKCLK
FLIGHT OPTS         07/01/1987$17,000.00LACK           PHYLLIS M      USA            CARY      E0084           FLTAT1
FLIGHT OPTS         11/10/1988$19,000.00POITRAS        FRANK M.       USA            CARY      E0085           FLTAT3
AIRPORT OPTS        08/16/1992$31,000.00LYLE           LINDIA L.      USA            CARY      E0086           FSVCLK
HR & FACIL          02/16/1992$45,000.00BUCNER         GODSKE         GERMANY        FRANKFURT E0087           HRCLK
HR & FACIL          12/02/1986$33,000.00HARP           JOE            UK             LONDON    E0088           FACCLK
FINANCE             12/02/1984$32,000.00STICKLE        MITCHELL R.    USA            CARY      E0089           ITPROG
HR & FACIL          04/25/1992$29,000.00REYNOLDS       ROBIN R.       USA            CARY      E0090           FACCLK
FLIGHT OPTS         06/12/1987$29,000.00SCOTT          HARVEY F.      USA            CARY      E0091           FLTAT2
SALES               09/12/1982$27,000.00LIEBLE III     JAN            USA            ORLANDO   E0093           SALCLK
HR & FACIL          04/06/1982$23,000.00FREDKSEN       JORN           DENMARK        COPENHAGENE0094           HRCLK
FLIGHT OPTS         04/24/1991$45,000.00HICKS          CLARENCE C     USA            CARY      E0095           MECH03
FLIGHT OPTS         12/29/1982$22,000.00POLZIN         MARY P.        USA            CARY      E0096           FLTAT3
AIRPORT OPTS        07/29/1980$20,000.00LUNNEY         DENISE N.      USA            CARY      E0097           BAGCLK
FLIGHT OPTS         07/09/1987$33,000.00CAULKINS       LUIS           USA            CARY      E0098           PILOT3
FLIGHT OPTS         04/15/1981$37,000.00WILSON         LEONI          USA            CARY      E0099           FLTAT3
FLIGHT OPTS         02/06/1985$17,000.00SCIORTINO      SHEILA R.      USA            CARY      E0100           FLTAT2
AIRPORT OPTS        06/10/1984$43,000.00WALSH          W. GREYSON     USA            CARY      E0101           GRCREW
AIRPORT OPTS        01/14/1984$18,000.00YON            SHARON L.      USA            CARY      E0102           CHKCLK
FLIGHT OPTS         06/23/1990$17,000.00MILLER         HEATHER L.     USA            CARY      E0103           FLTAT3
SALES               08/28/1994$17,000.00TOUGER         ARTHUR         USA            CARY      E0104           SALCLK
HR & FACIL          04/23/1989$19,000.00MILLER         RODNEY P.      USA            AUSTIN    E0105           FACMNT
FLIGHT OPTS         04/01/1989$42,000.00THACKER        DAVID S.       USA            CARY      E0106           FLTAT1
FINANCE             07/14/1990$31,000.00BOURKLAND      NITIN S.       USA            CARY      E0107           FINMGR
AIRPORT OPTS        09/04/1994$21,000.00VAN DUSEN      JACK M.        USA            ROCKVILLE E0108           GRCREW
FINANCE             09/17/1984$25,000.00BARRETT        HEATHER M.     USA            CARY      E0109           ITSUPT
AIRPORT OPTS        05/19/1988$38,000.00HOTARD         STEVEN         USA            CARY      E0111           CHKCLK
FLIGHT OPTS         06/10/1985$27,000.00WANG           ROBERT B.      USA            CARY      E0112           MECH01
SALES               06/17/1981$38,000.00COLE           JONI L.        USA            CARY      E0113           SALCLK
FLIGHT OPTS         11/14/1980$42,000.00KOMANDE        MIKE           GERMANY        FRANKFURT E0114           MECH03
AIRPORT OPTS        01/09/1990$44,000.00BAILEY         EDWARD R.      USA            CARY      E0115           GRCREW
FLIGHT OPTS         04/01/1982$16,000.00SCHULMAN       JILL           USA            CARY      E0116           FLTAT2
AIRPORT OPTS        09/18/1991$32,000.00MANNA          MANOLA         ITALY          ROME      E0117           BAGCLK
CORPORATE           04/28/1985$125000.00ADAMS          ALLAN          UK             LONDON    E0118           OFFMGR
AIRPORT OPTS        02/21/1986$41,000.00REID           CHRISTINA      USA            CARY      E0119           CHKCLK
FLIGHT OPTS         06/09/1990$30,000.00DUNLAP         PEGGY H.       USA            CARY      E0120           FLTAT2
AIRPORT OPTS        03/25/1983$19,000.00SWEETLAND      BARBARA M.     USA            CARY      E0121           FLSMGR
HR & FACIL          12/24/1982$24,000.00GRAHAM         DAVE P.        CANADA         TORONTO   E0122           RESMGR
AIRPORT OPTS        12/13/1981$20,000.00SCHWAB         JORGE L.       USA            CARY      E0123           GRCREW
AIRPORT OPTS        09/21/1984$36,000.00FIALA          REIN           USA            CARY      E0124           CHKCLK
AIRPORT OPTS        10/21/1988$16,000.00VRANCKX        WIM            BELGIUM        BRUSSELS  E0125           CHKCLK
FLIGHT OPTS         12/25/1982$20,000.00TURNER         VIVIAN         CANADA         TORONTO   E0126           FLTAT1
FLIGHT OPTS         03/19/1986$41,000.00KVETKO         SUSANNE        EUROPE         FRANKFURT E0127           MECH02
AIRPORT OPTS        09/17/1980$38,000.00DAURITY        NANCY          USA            CARY      E0128           FSVCLK
FINANCE             07/29/1985$20,000.00DIERCHX        HENRI          BELGIUM        BRUSSELS  E0129           FINCLK
FLIGHT OPTS         02/22/1984$26,000.00GRIMES         SANDRA B.      USA            CARY      E0130           FLTAT3
HR & FACIL          04/24/1983$42,000.00STEENERSEN     KAJ            NORWAY         OSLO      E0131           RESCLK
FLIGHT OPTS         03/29/1983$30,000.00BRUMFIELD      JUDITH         USA            CARY      E0132           MECH02
HR & FACIL          02/26/1987$38,000.00HECKER         BEAT-HANS      USA            CARY      E0133           FACCLK
HR & FACIL          06/12/1987$26,000.00NIELSEN        DORTHE         USA            BEDMINSTERE0134           FACCLK
FLIGHT OPTS         08/20/1993$39,000.00WEIDNER        INGRID         GERMANY        FRANKFURT E0135           FLTAT3
HR & FACIL          11/03/1988$18,000.00HOFFRITZ       BO             DENMARK        COPENHAGENE0136           RESCLK
FLIGHT OPTS         06/12/1981$16,000.00HUBBARTT       JACK J.        USA            CARY      E0137           FLTAT2
AIRPORT OPTS        07/12/1983$32,000.00RAY            HEIDI          USA            CARY      E0138           BAGSUP
HR & FACIL          11/18/1990$45,000.00CAVEDON        SIMON          EUROPE         FRANKFURT E0139           HRCLK
FLIGHT OPTS         06/02/1985$40,000.00WILSON         KIM            USA            CARY      E0140           FLTAT3
AIRPORT OPTS        03/20/1981$37,000.00MARSHALL       RAIN           EUROPE         FRANKFURT E0141           GRCREW
FLIGHT OPTS         10/02/1980$43,000.00MICKENS        DANIEL J.      USA            CARY      E0142           FLTAT2
HR & FACIL          08/05/1981$45,000.00HOYLE          LYDELL A.      USA            ROCKVILLE E0143           RESCLK
FLIGHT OPTS         12/30/1981$44,000.00PERRY          DEBRA C.       USA            CARY      E0144           PILOT3
FLIGHT OPTS         10/11/1992$61,000.00KRAMER         ALISSA W.      USA            CARY      E0145           PILOT1
AIRPORT OPTS        08/21/1985$36,000.00BROWNRIGG      BEN F.         USA            CARY      E0146           GRCREW
FLIGHT OPTS         05/01/1986$16,000.00BENINATE       CARL L.        USA            CARY      E0147           PILOT3
FINANCE             10/09/1983$33,000.00MAVES          RANDALL        USA            CARY      E0148           ITPROG
SALES               07/22/1987$31,000.00FINN           BETTY L.       USA            BEDMINSTERE0149           SALCLK
FINANCE             11/24/1982$33,000.00O'SULLIVAN     LEEN G.        DENMARK        COPENHAGENE0150           ITMGR
FLIGHT OPTS         03/31/1980$41,000.00BAKER          DONALD A.      USA            CARY      E0151           MECH01
FINANCE             01/13/1994$24,000.00STICKLSKI      STEPHAN K.     USA            KANSAS CITE0152           FINCLK
AIRPORT OPTS        09/25/1983$20,000.00WALTERS        JEFF           USA            CARY      E0153           GRCREW
HR & FACIL          01/23/1994$17,000.00DUNN           DAVID B.       USA            AUSTIN    E0154           RESCLK
AIRPORT OPTS        09/07/1987$27,000.00BROWNING       SUSANNA        USA            CARY      E0155           GRCREW
CORPORATE           08/22/1990$85,000.00POPE           LAURA          USA            CARY      E0156           OFFMGR
AIRPORT OPTS        02/04/1981$17,000.00MUSISA         LISA E.        USA            CARY      E0157           CHKCLK
AIRPORT OPTS        06/23/1993$30,000.00DANA           GARY R.        USA            CARY      E0158           FSVMGR
AIRPORT OPTS        09/12/1981$38,000.00VANDENBUSSCHE  SHIRLEY        BELGIUM        BRUSSELS  E0159           CHKCLK
AIRPORT OPTS        12/14/1987$23,000.00COX            DOROTHY E      USA            CARY      E0160           BAGCLK
HR & FACIL          08/12/1981$23,000.00HEATHERLY JR.  DENISE T       USA            CARY      E0161           FACMNT
AIRPORT OPTS        12/15/1992$21,000.00KEA            DANIEL V.      USA            CARY      E0162           GRCREW
FLIGHT OPTS         11/01/1984$38,000.00WILLSON        KEELY L.       USA            CARY      E0163           FLTAT3
AIRPORT OPTS        04/30/1981$36,000.00SMITH          G. ROSIE       CANADA         TORONTO   E0164           GRCREW
HR & FACIL          08/27/1994$17,000.00MCCALL         JULIENNE T.    USA            PHOENIX   E0165           TELOP
SALES               02/23/1980$34,000.00FENNER         ARTHUR         USA            DALLAS    E0166           MKTCLK
AIRPORT OPTS        07/30/1981$28,000.00WEINREICH      AASE           DENMARK        COPENHAGENE0167           GRCREW
FLIGHT OPTS         01/02/1989$25,000.00BERGENHEIM     GEORGE A.      USA            CARY      E0168           FLTAT1
HR & FACIL          11/26/1983$32,000.00CORNING        KELLY C.       USA            CARY      E0169           RESMGR
HR & FACIL          02/05/1992$42,000.00SEPTOFF        DONALD E       USA            ROCKVILLE E0170           FACCLK
SALES               08/08/1983$44,000.00KATZ           PATRICIA B.    USA            KANSAS CITE0171           SALCLK
FINANCE             03/12/1982$39,000.00LUCAS          JASON          USA            HOUSTON   E0172           FINCLK
HR & FACIL          05/09/1993$19,000.00RADCLIFFE      JEHAN HASS     USA            CARY      E0173           HRCLK
AIRPORT OPTS        03/16/1988$34,000.00BLAHUNKA       JANA D.        USA            CARY      E0174           CHKCLK
AIRPORT OPTS        03/17/1990$39,000.00SALZMANN       DAVE           SWITZERLAND    GENEVA    E0175           BAGCLK
FLIGHT OPTS         06/13/1991$19,000.00HUMBLE         BRIAN R.       USA            CARY      E0176           FLTAT3
AIRPORT OPTS        11/07/1983$22,000.00NEWELL         DAVID P.       USA            AUSTIN    E0177           GRCREW
FINANCE             07/01/1990$40,000.00CONRAD         ANN J.         USA            CARY      E0178           FINCLK
FINANCE             08/22/1981$17,000.00ROBERTS        GREGORY M.     USA            DALLAS    E0179           FINACT
FINANCE             02/28/1993$18,000.00JEFFREYS       ROBERT E.      USA            CARY      E0180           FINCLK
FLIGHT OPTS         08/23/1985$18,000.00ROHLOFF        PATRICIA J.    USA            CARY      E0181           MECH02
HR & FACIL          05/22/1988$27,000.00FAURE          JEROME         FRANCE         PARIS     E0182           RESCLK
FINANCE             05/16/1991$22,000.00LI             MARGARET A.    USA            CARY      E0183           ITMGR
SALES               01/28/1994$43,000.00LESLIE         MADELAINE      USA            CARY      E0184           SALMGR
AIRPORT OPTS        03/01/1983$43,000.00BASS           JR.            USA            CARY      E0185           FSVCLK
FLIGHT OPTS         10/24/1984$29,000.00DYSON          MARTYN J.      USA            CARY      E0186           FLTAT2
HR & FACIL          10/23/1986$23,000.00MEUNIER        CHRISTOPHE     FRANCE         PARIS     E0187           FACCLK
HR & FACIL          03/12/1989$37,000.00RICHARDSON     DEBORAH S.     USA            CARY      E0188           FACMNT
AIRPORT OPTS        02/22/1984$16,000.00LAIR           MICHAEL R.     USA            CARY      E0189           GRCREW
HR & FACIL          12/11/1986$22,000.00BAX            SERGE S.       CANADA         TORONTO   E0190           RECEPT
SALES               09/18/1982$30,000.00GOH            DAVID          SINGAPORE      SINGAPORE E0191           SALMGR
HR & FACIL          01/27/1987$44,000.00DAMITZ         URS            SWITZERLAND    GENEVA    E0192           TELOP
HR & FACIL          10/20/1991$28,000.00NIGRO          LUIGI          ITALY          ROME      E0193           FACCLK
SALES               10/24/1980$27,000.00BAER           MARTHA K.      USA            DENVER    E0194           SALMGR
FLIGHT OPTS         10/05/1994$44,000.00PHOENIX        JANICE A       USA            CARY      E0195           FLTAT2
AIRPORT OPTS        01/11/1990$43,000.00KELLY          WILLIAM F.     USA            CARY      E0196           GRCREW
FLIGHT OPTS         12/01/1980$39,000.00STAEBLER       TINA           GERMANY        FRANKFURT E0197           FLTAT3
HR & FACIL          10/02/1993$33,000.00BURTON         JANE G.        USA            CINCINNATIE0198           RECEPT
SALES               11/27/1984$38,000.00POTTS          PAUL           USA            CARY      E0199           SALCLK
FINANCE             01/21/1994$34,000.00MATTERN        MICHAEL        GERMANY        FRANKFURT E0200           ITSUPT
AIRPORT OPTS        02/20/1992$37,000.00SMITH          MARTIN P.      USA            CARY      E0201           BAGCLK
HR & FACIL          11/03/1989$26,000.00FLORES         PATRICIA L.    USA            CARY      E0202           FACCLK
FINANCE             11/19/1989$23,000.00ISHII          MOTOAKI        JAPAN          TOKYO     E0203           FINACT
HR & FACIL          06/10/1988$18,000.00COPPERTHWAITE  LINDA S.       USA            CARY      E0204           RESCLK
FLIGHT OPTS         10/29/1988$41,000.00KRUEGER        KYOKO U.       USA            CARY      E0205           PILOT2
AIRPORT OPTS        03/15/1989$37,000.00MURDOCK        KE-JEN         USA            CARY      E0206           CHKCLK
FLIGHT OPTS         09/22/1983$21,000.00YANG           ANNE H.        USA            CARY      E0207           FLTAT2
HR & FACIL          03/03/1985$40,000.00HEMSTRA        REGINA         EUROPE         FRANKFURT E0208           FACCLK
HR & FACIL          06/04/1986$22,000.00WYATT          ANWAR H.       USA            CARY      E0209           RESCLK
AIRPORT OPTS        03/31/1984$31,000.00MACKENZIE      CAROL          USA            CARY      E0210           BAGCLK
AIRPORT OPTS        01/21/1981$32,000.00ROBERTSON      DAVID          UK             LONDON    E0211           FSVCLK
HR & FACIL          02/10/1987$24,000.00CENTEMERI      MAURO          ITALY          ROME      E0212           HRCLK
AIRPORT OPTS        09/09/1987$44,000.00DICKEY         ERIC J.        USA            CARY      E0213           FSVCLK
FLIGHT OPTS         09/15/1994$44,000.00OWENS          CLAIRE B.      USA            CARY      E0214           MECH02
HR & FACIL          01/19/1989$20,000.00RICHARDSON     ELLY           USA            CARY      E0215           FACMNT
FLIGHT OPTS         12/21/1984$22,000.00SAWYER         STEPHANIE      USA            AUSTIN    E0216           MECH03
HR & FACIL          12/09/1982$25,000.00BOXLEY IV      ALEX           USA            PITTSBURGHE0217           RECEPT
FLIGHT OPTS         01/02/1982$19,000.00WALLACE        MEI-YIU        USA            CARY      E0218           MECH03
AIRPORT OPTS        01/21/1988$41,000.00FOSSATI        LUIGI          ITALY          ROME      E0219           CHKCLK
AIRPORT OPTS        06/12/1990$41,000.00GRISET         ELIANE         FRANCE         PARIS     E0220           CHKCLK
FLIGHT OPTS         04/22/1982$42,000.00SNELLING       CHRIS          UK             LONDON    E0221           PILOT2
CORPORATE PLANN     05/31/1980$250000.00AARONSON       KEVIN T.       USA            CARY      E0222           PRES
FLIGHT OPTS         06/02/1983$18,000.00SHEA           DEBORAH B.     USA            CARY      E0223           FLTAT3
FLIGHT OPTS         09/01/1992$19,000.00WILLEY         JOSEPH E.      USA            CARY      E0224           FLTAT1
FLIGHT OPTS         12/08/1983$64,000.00VANCE          MICHAEL        USA            CARY      E0225           PILOT1
AIRPORT OPTS        04/01/1982$21,000.00BAUCOM         WOUTER         USA            CARY      E0226           FSVCLK
SALES               12/24/1988$36,000.00BRASWELL       JANINE         USA            ROCKVILLE E0227           MKTCLK
HR & FACIL          08/01/1989$28,000.00MIDA           ROBIN ARTHUR   AUSTRALIA      SYDNEY    E0228           FACCLK
SALES               03/15/1994$44,000.00BENTZ          MARIE          FRANCE         PARIS     E0229           SALCLK
SALES               09/22/1989$35,000.00KEKEMOR        GORDON         SOUTH AFRICA   JOHANNESBUE0230           SALCLK
AIRPORT OPTS        10/07/1980$31,000.00SPENCER        LU ANN E.      USA            CARY      E0231           GRCREW
SALES               07/05/1993$41,000.00TREVEN         HEIDI          SLOVENIA       LJUBLJANA E0232           MKTMGR
AIRPORT OPTS        10/21/1983$39,000.00STEVANONI      ANTONINO       ITALY          ROME      E0233           GRCREW
FINANCE             06/05/1980$41,000.00LAANTI         HEL            FINLAND        HELSINKI  E0234           FINCLK
FLIGHT OPTS         10/07/1993$65,000.00SHINYA         CHRIS          UK             LONDON    E0235           PILOT1
AIRPORT OPTS        08/21/1982$41,000.00BAILEY         MARIAN G.      USA            CARY      E0236           GRCREW
FLIGHT OPTS         01/26/1989$43,000.00SENN           DANIEL J.      USA            CARY      E0237           FLTAT3
AIRPORT OPTS        01/10/1993$27,000.00ENDER          WOLFGANG       GERMANY        FRANKFURT E0238           CHKSUP
FLIGHT OPTS         10/08/1987$42,000.00SPENCE         MICHAEL        USA            CARY      E0239           MECH03
FLIGHT OPTS         11/03/1984$18,000.00FREEMAN        LAUREN A.      USA            CARY      E0240           MECH03
FINANCE             09/02/1980$32,000.00ROEHNER        JAN            EUROPE         FRANKFURT E0241           ITSUPT
HR & FACIL          02/25/1990$21,000.00BOZEMAN        CHRIS J.       USA            CARY      E0242           RESCLK
AIRPORT OPTS        01/16/1993$31,000.00FILIPOWSKI     ELLE           USA            CARY      E0243           CHKCLK
SALES               05/19/1991$45,000.00KREBSBACH      HOWARD K.      USA            DENVER    E0244           MKTCLK
AIRPORT OPTS        10/03/1986$28,000.00LIGONNIERE     DAVE           FRANCE         PARIS     E0245           BAGCLK
HR & FACIL          11/28/1980$21,000.00VLAZNY         DALE           USA            CARY      E0246           FACCLK
FLIGHT OPTS         12/02/1982$45,000.00DODGE          CARRIE D.      USA            CARY      E0247           PILOT2
FLIGHT OPTS         10/29/1989$41,000.00EDWARDS        DAWN B.        USA            CARY      E0248           FLTAT3
AIRPORT OPTS        04/25/1987$17,000.00YUAN           LEIGH A.       USA            CARY      E0249           BAGCLK
FLIGHT OPTS         10/08/1984$40,000.00MURRAY         STEVE          UK             LONDON    E0250           MECH03
HR & FACIL          09/16/1993$40,000.00TAKENAKA       TOMOKO         JAPAN          TOKYO     E0251           FACMNT
AIRPORT OPTS        01/18/1992$29,000.00KELLER         FRANK          GERMANY        FRANKFURT E0252           GRCREW
AIRPORT OPTS        06/11/1991$36,000.00LAHANE         SEAN           AUSTRALIA      SYDNEY    E0253           BAGCLK
FLIGHT OPTS         01/26/1993$35,000.00BALLARD        VICKIE         USA            CARY      E0255           MECH03
AIRPORT OPTS        09/21/1982$23,000.00BLAKE          ANDRES E.      USA            CARY      E0256           BAGCLK
AIRPORT OPTS        06/03/1989$23,000.00CARPENTER      MIRIAM         USA            CARY      E0257           FSVCLK
HR & FACIL          11/16/1985$41,000.00BROWN          LINDA B.       USA            CARY      E0258           FACCLK
AIRPORT OPTS        05/14/1992$32,000.00LARSEN         MOGENS         DENMARK        COPENHAGENE0259           BAGCLK
AIRPORT OPTS        12/20/1983$39,000.00MULLIGAN       STEPHEN A.     USA            ROCKVILLE E0260           BAGCLK
FINANCE             07/14/1990$38,000.00DENNIS         THOMAS V.      USA            CARY      E0261           ITPROG
FLIGHT OPTS         10/11/1985$36,000.00WEISS          MARY E.        USA            CARY      E0262           PILOT3
FLIGHT OPTS         08/01/1989$41,000.00THOMAS         VERONICA       USA            CARY      E0263           FLTAT2
HR & FACIL          04/02/1987$32,000.00MIDONET-FAUVEL FRANCIS        FRANCE         PARIS     E0264           FACCLK
FLIGHT OPTS         11/04/1982$42,000.00WEAVER         MARTIN         UK             LONDON    E0265           FLTAT1
FLIGHT OPTS         11/19/1987$21,000.00TRAN           JUDY           AUSTRALIA      SYDNEY    E0266           MECH02
AIRPORT OPTS        12/03/1994$44,000.00DEXTER         ANDREW         USA            CARY      E0267           FLSCHD
FINANCE             01/09/1990$26,000.00STECKER        STACEY         USA            DETROIT   E0268           FINACT
